date,open,high,low,close,volume_usd
2015-01-12,266.25,273.37,262.21,268.87,6899315.97
2015-01-13,268.87,268.98,217.66,221.38,22745960.68
2015-01-14,221.38,230.65,158.44,165.07,32911586.2
2015-01-15,165.07,232.26,163.39,209.7,25672423.79
2015-01-16,209.7,222.56,198.59,206.91,13208882.24
2015-01-17,206.91,212.42,192.86,199.55,8685194.64
2015-01-18,199.55,221.29,190.94,210.57,8429486.12
2015-01-19,210.57,220.03,205.88,215.65,6744459.27
2015-01-20,215.65,216.22,203.5,210.43,7926400.72
2015-01-21,210.43,229.3,206.03,228.31,9390361.64
2015-01-22,228.31,238.59,225.4,232.67,12508308.91
2015-01-23,232.67,238.35,224.83,232.4,8855407.24
2015-01-24,232.4,248.99,229.31,248.35,8011743.35
2015-01-25,248.35,255.91,241.86,252.46,12509649.51
2015-01-26,252.46,309.31,252.23,269.04,29806496.63
2015-01-27,269.04,276.57,245.03,263.37,13130803.27
2015-01-28,263.37,268.02,227.86,236.36,15880595.93
2015-01-29,236.36,242.07,220.25,233.89,12723448.2
2015-01-30,233.89,245.21,227.11,232.05,11316575.2
2015-01-31,232.05,235.48,216.27,218.37,9645307.87
2015-02-01,218.37,233.56,210.26,227.1,9058010.17
2015-02-02,227.1,242.06,222.03,238.32,8965813.61
2015-02-03,238.32,249.5,224.28,227.48,15000263.95
2015-02-04,227.48,230.79,220.18,226.58,12495299.11
2015-02-05,226.58,229.2,214.29,216.32,9055713.17
2015-02-06,216.32,225.93,215.86,223.38,11628519.33
2015-02-07,223.38,230.86,222.96,227.99,9046632.12
2015-02-08,227.99,230.95,219.42,223.95,6564922.66
2015-02-09,223.95,224.82,215.41,220.07,20192733.62
2015-02-10,220.07,222.01,214.66,219.73,18877297.99
2015-02-11,219.73,223.43,217.53,219.05,15909377.36
2015-02-12,219.05,222.98,216.76,221.91,11084499.82
2015-02-13,221.91,241.86,220.95,236.44,26243104.7
2015-02-14,236.44,261.37,235.15,258.86,33313626.71
2015-02-15,258.86,266.93,225.35,233.26,43921119.98
2015-02-16,233.26,239.99,228.14,235.76,27187677.1
2015-02-17,235.76,247.11,231.89,243.51,27926884.8
2015-02-18,243.51,245.37,231.69,235.58,23813015.67
2015-02-19,235.58,243.97,234.77,241.9,15852470.09
2015-02-20,241.9,247.59,239.1,243.92,20434846.7
2015-02-21,243.92,247.34,241.78,245.26,10570761.53
2015-02-22,245.26,247.34,233.24,235.56,18107359.63
2015-02-23,235.56,240.75,231.03,239.61,14856549.48
2015-02-24,239.61,240.48,234.46,238.99,10787951.21
2015-02-25,238.99,240.26,233.64,235.05,9092357.66
2015-02-26,235.05,238.26,233.68,236.5,12064967.5
2015-02-27,236.5,258.14,235.42,253.32,42282820.7
2015-02-28,253.32,255.61,248.25,253.84,9999594.97
2015-03-01,253.84,260.33,244.19,258.1,12964061.93
2015-03-02,258.1,274.38,257.06,273.39,21562624.62
2015-03-03,273.39,287.17,266.57,281.54,45650597.34
2015-03-04,281.54,284.62,265.59,272.44,38656923.73
2015-03-05,272.44,280.49,262.84,275.27,33599454.29
2015-03-06,275.27,277.99,269.11,272.82,27014943.37
2015-03-07,272.82,278.39,269.44,274.81,16708000.4
2015-03-08,274.81,279.06,271.7,274.01,13902830.08
2015-03-09,274.01,292.79,274.23,290.51,43259194.29
2015-03-10,290.51,300.55,287.95,290.36,46657647.91
2015-03-11,290.36,297.36,289.15,295.51,23542829.98
2015-03-12,295.51,297.99,290.75,294.75,31607747.19
2015-03-13,294.75,295.47,286.0,286.98,28288614.09
2015-03-14,286.98,288.18,277.55,281.99,21495879.22
2015-03-15,281.99,287.04,279.99,285.23,11238833.93
2015-03-16,285.23,294.27,284.75,290.72,19355605.13
2015-03-17,290.72,292.04,283.12,285.73,18775700.27
2015-03-18,285.73,285.53,248.16,256.23,55391241.4
2015-03-19,256.23,264.66,246.7,261.3,46525086.82
2015-03-20,261.3,265.22,257.78,261.77,13853175.65
2015-03-21,261.77,263.67,254.05,259.87,13413360.83
2015-03-22,259.87,270.7,259.18,268.66,14980752.1
2015-03-23,268.66,270.27,257.58,265.53,21749937.39
2015-03-24,265.53,267.39,242.9,246.7,38033136.21
2015-03-25,246.7,249.09,235.08,246.74,32092197.46
2015-03-26,246.74,254.25,244.0,248.09,22412560.37
2015-03-27,248.09,249.61,244.79,247.37,15543779.04
2015-03-28,247.37,254.17,246.79,252.41,13890988.51
2015-03-29,252.41,252.77,239.46,242.32,18971340.67
2015-03-30,242.32,248.77,236.62,247.16,20963830.54
2015-03-31,247.16,248.85,240.39,244.27,18515676.32
2015-04-01,244.27,247.73,239.36,246.76,16412525.86
2015-04-02,246.76,255.36,243.03,252.98,20354036.74
2015-04-03,252.98,256.45,250.61,254.6,18264452.58
2015-04-04,254.6,255.58,249.4,254.09,7805160.89
2015-04-05,254.09,260.41,248.76,259.79,11277271.87
2015-04-06,259.79,261.9,251.31,255.64,11857398.4
2015-04-07,255.64,256.16,247.66,254.39,11401051.13
2015-04-08,254.39,254.52,242.79,244.85,25401433.03
2015-04-09,244.85,246.26,237.49,243.23,16846896.22
2015-04-10,243.23,244.08,231.89,234.77,23728422.41
2015-04-11,234.77,240.5,231.96,236.9,12319489.66
2015-04-12,236.9,238.13,231.99,236.03,7814533.93
2015-04-13,236.03,236.74,220.42,223.78,23982950.77
2015-04-14,223.78,224.69,213.77,218.23,25315606.18
2015-04-15,218.23,223.4,217.46,223.06,17099352.4
2015-04-16,223.06,229.91,223.0,228.55,19315044.08
2015-04-17,228.55,229.34,220.2,222.79,15015559.03
2015-04-18,222.79,224.39,220.37,223.64,8152434.69
2015-04-19,223.64,226.96,221.54,223.24,7984589.44
2015-04-20,223.24,226.38,221.54,224.49,10082693.46
2015-04-21,224.49,235.38,223.1,233.95,15658818.33
2015-04-22,233.95,238.29,232.13,234.18,18280060.36
2015-04-23,234.18,235.83,232.49,235.51,9982620.66
2015-04-24,235.51,236.47,228.87,231.52,16221169.24
2015-04-25,231.52,232.55,225.78,226.07,10015666.25
2015-04-26,226.07,227.13,213.34,219.09,22088733.34
2015-04-27,219.09,244.87,216.73,228.29,27696437.63
2015-04-28,228.29,229.61,222.25,225.22,14896418.52
2015-04-29,225.22,226.84,222.42,225.32,13743340.37
2015-04-30,225.32,240.33,224.7,236.05,26242196.77
2015-05-01,236.05,239.46,232.25,233.07,14178420.16
2015-05-02,233.07,236.46,231.32,235.49,8703582.59
2015-05-03,235.49,243.5,233.83,240.17,13389153.75
2015-05-04,240.17,242.97,237.43,239.06,16599243.56
2015-05-05,239.06,239.5,231.28,236.03,18333196.43
2015-05-06,236.03,237.31,228.09,229.94,24127653.29
2015-05-07,229.94,240.06,228.38,237.87,21315971.42
2015-05-08,237.87,246.93,236.02,243.64,21226000.84
2015-05-09,243.64,247.9,238.39,241.36,15281109.26
2015-05-10,241.36,244.84,238.25,239.97,10634289.97
2015-05-11,239.97,244.23,238.66,242.31,13819530.93
2015-05-12,242.31,243.19,239.34,241.82,9712214.4
2015-05-13,241.82,243.85,234.18,236.37,20329395.14
2015-05-14,236.37,238.97,232.49,236.99,16833656.68
2015-05-15,236.99,238.68,235.28,237.09,10932777.42
2015-05-16,237.09,237.82,234.32,236.08,6415070.13
2015-05-17,236.08,237.58,235.62,236.32,6738302.35
2015-05-18,236.32,237.0,231.47,232.69,12516261.19
2015-05-19,232.69,234.32,231.43,232.01,9550029.31
2015-05-20,232.01,235.03,231.76,233.99,11626735.04
2015-05-21,233.99,236.54,233.64,235.48,10114419.3
2015-05-22,235.48,241.95,234.39,240.55,17630641.47
2015-05-23,240.55,241.6,238.09,238.76,8659651.39
2015-05-24,238.76,242.18,237.45,241.21,7278251.73
2015-05-25,241.21,242.19,235.21,237.66,6301300.86
2015-05-26,237.66,239.55,235.35,237.45,8842430.87
2015-05-27,237.45,239.27,235.93,237.37,11445501.96
2015-05-28,237.37,238.28,236.61,237.07,8508673.19
2015-05-29,237.07,237.99,235.24,236.91,9241377.0
2015-05-30,236.91,237.0,231.72,233.03,9738568.06
2015-05-31,233.03,234.21,229.14,229.8,9036624.58
2015-06-01,229.8,231.89,220.96,223.14,19658919.59
2015-06-02,223.14,227.63,222.04,225.48,13666049.76
2015-06-03,225.48,227.92,223.36,225.42,12279838.71
2015-06-04,225.42,226.78,223.72,224.0,9934190.66
2015-06-05,224.0,226.35,221.09,224.78,12703848.45
2015-06-06,224.78,225.82,223.7,225.21,5074897.56
2015-06-07,225.21,227.46,221.97,223.51,9097310.33
2015-06-08,223.51,229.72,222.92,228.72,16824026.07
2015-06-09,228.72,231.45,227.46,229.61,12617632.44
2015-06-10,229.61,230.47,227.76,229.25,9556657.68
2015-06-11,229.25,230.67,228.55,229.79,8745318.43
2015-06-12,229.79,232.0,229.17,230.25,9406856.67
2015-06-13,230.25,232.95,228.99,232.39,8803491.09
2015-06-14,232.39,235.55,232.06,233.83,7700053.79
2015-06-15,233.83,238.41,233.32,237.09,15006949.32
2015-06-16,237.09,254.45,236.14,249.72,29956654.19
2015-06-17,249.72,258.03,246.06,247.71,30652977.32
2015-06-18,247.71,251.97,242.81,248.73,19421567.7
2015-06-19,248.73,250.69,243.71,245.22,20914718.44
2015-06-20,245.22,247.74,238.59,244.95,12470598.73
2015-06-21,244.95,246.59,241.12,244.2,6140997.65
2015-06-22,244.2,248.59,243.3,247.5,11713076.04
2015-06-23,247.5,247.57,242.44,243.78,9432470.12
2015-06-24,243.78,244.51,238.98,240.54,11415709.87
2015-06-25,240.54,244.02,239.24,242.54,9791297.9
2015-06-26,242.54,243.35,240.31,243.14,9112156.61
2015-06-27,243.14,251.6,241.44,250.94,13525813.79
2015-06-28,250.94,251.47,246.64,249.0,9953465.82
2015-06-29,249.0,257.27,248.06,257.06,23504772.59
2015-06-30,257.06,268.56,255.44,263.99,30621602.75
2015-07-01,263.99,265.04,254.36,257.37,17316801.19
2015-07-02,257.37,261.61,253.35,255.05,11560214.59
2015-07-03,255.05,256.67,252.58,255.77,9335969.36
2015-07-04,255.77,260.79,253.4,260.4,8502000.62
2015-07-05,260.4,274.05,257.81,269.82,716728275.56
2015-07-06,269.82,277.58,266.92,269.78,10519975295.74
2015-07-07,269.78,271.75,263.04,266.5,11104556.71
2015-07-08,266.5,273.21,263.59,269.47,12157995.1
2015-07-09,269.47,272.08,265.66,268.32,13058350.84
2015-07-10,268.32,295.05,264.89,285.21,33254590.31
2015-07-11,285.21,298.16,282.58,292.11,13584989.42
2015-07-12,292.11,315.44,291.24,310.71,36866127.78
2015-07-13,310.71,311.36,276.64,290.35,42741263.67
2015-07-14,290.35,296.66,284.99,287.18,17635928.72
2015-07-15,287.18,292.99,283.15,283.37,17274148.91
2015-07-16,283.37,291.02,273.79,276.31,34155564.7
2015-07-17,276.31,280.71,271.3,278.66,17217352.98
2015-07-18,278.66,282.19,220.93,275.77,15358107.16
2015-07-19,275.77,277.05,271.22,273.52,8322465.99
2015-07-20,273.52,279.03,271.55,277.47,12900609.62
2015-07-21,277.47,280.97,274.04,274.98,13667891.13
2015-07-22,274.98,277.17,273.13,276.94,11596311.21
2015-07-23,276.94,278.1,274.24,275.12,9870635.23
2015-07-24,275.12,289.64,274.56,289.06,21095041.67
2015-07-25,289.06,290.93,284.93,289.79,12024889.59
2015-07-26,289.79,293.45,285.58,292.31,9038050.7
2015-07-27,292.31,296.68,285.24,293.73,20358325.62
2015-07-28,293.73,296.72,291.6,294.57,14466428.06
2015-07-29,294.57,295.21,286.9,288.44,14738216.66
2015-07-30,288.44,289.67,284.75,287.37,12888680.65
2015-07-31,287.37,289.1,280.78,284.28,14019071.26
2015-08-01,284.28,284.94,276.38,280.96,11068826.77
2015-08-02,280.96,282.66,276.06,281.66,9978638.47
2015-08-03,281.66,284.42,279.21,281.36,13006246.25
2015-08-04,281.36,286.0,279.98,284.31,12732203.17
2015-08-05,284.31,286.0,280.33,282.02,10854754.46
2015-08-06,282.02,282.05,276.93,278.53,9319083.23
2015-08-07,278.53,279.77,274.33,276.93,11919665.17
2015-08-08,276.93,279.38,257.91,259.24,22308123.69
2015-08-09,259.24,266.77,259.01,263.93,15154749.09
2015-08-10,263.93,266.39,260.74,263.77,12873441.84
2015-08-11,263.77,270.11,261.5,269.28,13681939.6
2015-08-12,269.28,271.71,264.51,266.37,15232934.05
2015-08-13,266.37,268.53,260.83,262.55,14962211.79
2015-08-14,262.55,267.12,260.28,265.24,13899139.99
2015-08-15,265.24,267.46,259.71,260.69,10303301.21
2015-08-16,260.69,262.21,255.21,257.52,17880398.96
2015-08-17,257.52,259.95,253.52,257.35,12378054.88
2015-08-18,257.35,257.93,246.54,246.83,23896056.77
2015-08-19,246.83,248.28,214.25,225.87,55514712.12
2015-08-20,225.87,237.86,225.68,234.67,21225055.43
2015-08-21,234.67,236.34,229.97,232.67,13485729.49
2015-08-22,232.67,235.23,221.23,229.47,16976922.69
2015-08-23,229.47,232.75,223.8,226.89,11204081.45
2015-08-24,226.89,228.01,207.45,211.58,43008579.42
2015-08-25,211.58,226.61,196.56,220.36,40651749.53
2015-08-26,220.36,230.5,218.7,225.19,20986286.44
2015-08-27,225.19,228.36,221.45,221.97,13631111.38
2015-08-28,221.97,235.18,219.64,231.67,20751420.4
2015-08-29,231.67,233.28,226.31,228.6,10072201.23
2015-08-30,228.6,232.12,224.98,228.05,9118089.37
2015-08-31,228.05,231.67,224.1,229.13,12521966.49
2015-09-01,229.13,231.95,225.66,226.84,15206241.05
2015-09-02,226.84,230.41,225.4,228.67,13443780.84
2015-09-03,228.67,229.76,225.22,226.25,12337406.44
2015-09-04,226.25,231.15,225.94,230.66,14174313.3
2015-09-05,230.66,236.36,227.78,232.94,11253257.5
2015-09-06,232.94,243.21,232.05,240.28,15939620.22
2015-09-07,240.28,242.47,237.56,239.57,13744695.26
2015-09-08,239.57,245.93,238.86,243.32,18605471.96
2015-09-09,243.32,244.39,235.66,237.24,16636258.66
2015-09-10,237.24,241.24,234.05,238.21,14447606.82
2015-09-11,238.21,240.94,238.06,240.18,10992443.11
2015-09-12,240.18,240.63,232.95,235.63,10407178.61
2015-09-13,235.63,236.12,228.15,230.03,11983360.24
2015-09-14,230.03,232.39,226.02,230.21,14070910.1
2015-09-15,230.21,416.92,227.62,230.07,11425472.45
2015-09-16,230.07,231.57,224.82,228.82,11866728.12
2015-09-17,228.82,234.83,227.81,232.92,12975914.37
2015-09-18,232.92,234.45,230.38,232.49,12397852.02
2015-09-19,232.49,233.14,229.88,231.32,8004103.62
2015-09-20,231.32,232.64,229.59,231.13,7676869.89
2015-09-21,231.13,232.17,225.49,226.63,12180039.19
2015-09-22,226.63,232.89,224.16,229.62,16390021.58
2015-09-23,229.62,232.66,228.23,230.17,10064288.44
2015-09-24,230.17,236.2,229.43,234.85,16797644.6
2015-09-25,234.85,237.44,233.1,235.47,14510987.85
2015-09-26,235.47,235.62,232.59,234.48,9449846.09
2015-09-27,234.48,234.79,231.53,233.03,8429802.52
2015-09-28,233.03,239.39,232.53,238.98,15282768.65
2015-09-29,238.98,240.75,234.74,236.89,13637645.51
2015-09-30,236.89,238.16,234.59,235.71,11946864.92
2015-10-01,235.71,239.86,234.36,237.05,12534482.83
2015-10-02,237.05,238.55,235.53,236.45,11378441.65
2015-10-03,236.45,239.52,235.87,238.57,10338780.02
2015-10-04,238.57,250.98,237.05,238.75,7618430.24
2015-10-05,238.75,239.95,236.51,239.71,14631928.87
2015-10-06,239.71,247.57,238.53,245.92,19242190.46
2015-10-07,245.92,247.46,241.57,242.94,15363142.53
2015-10-08,242.94,244.71,241.58,242.58,10762328.44
2015-10-09,242.58,244.7,241.39,244.42,9897714.73
2015-10-10,244.42,246.22,242.67,245.48,9547124.75
2015-10-11,245.48,248.39,243.85,247.78,10232454.51
2015-10-12,247.78,248.5,244.92,245.76,9961674.1
2015-10-13,245.76,250.95,243.25,249.47,18553307.06
2015-10-14,249.47,254.72,248.44,252.2,17511356.74
2015-10-15,252.2,256.59,251.81,254.46,15465023.86
2015-10-16,254.46,267.28,254.21,262.89,24886162.95
2015-10-17,262.89,274.39,262.46,269.78,30715446.42
2015-10-18,269.78,272.82,259.94,261.47,13921233.74
2015-10-19,261.47,265.57,260.32,263.72,15352671.07
2015-10-20,263.72,272.02,262.98,270.02,20200355.33
2015-10-21,270.02,272.49,263.49,267.1,16006977.09
2015-10-22,267.1,278.51,266.94,274.97,25481882.57
2015-10-23,274.97,279.41,273.65,276.38,19221822.38
2015-10-24,276.38,283.21,276.13,282.72,16875626.48
2015-10-25,282.72,295.69,281.82,286.74,32946170.25
2015-10-26,286.74,287.66,279.72,284.62,20794049.79
2015-10-27,284.62,298.35,284.41,295.01,31003938.18
2015-10-28,295.01,307.35,293.85,304.07,35116852.66
2015-10-29,304.07,318.35,301.45,312.67,43194878.83
2015-10-30,312.67,333.79,310.83,327.6,50796355.29
2015-10-31,327.6,335.35,303.97,311.68,33762428.44
2015-11-01,311.68,327.09,301.38,325.84,23427549.61
2015-11-02,325.84,367.5,319.33,360.87,76862250.2
2015-11-03,360.87,418.67,358.15,395.57,163481625.81
2015-11-04,395.57,491.34,370.89,400.34,229672999.39
2015-11-05,400.34,446.74,366.14,383.01,121763708.16
2015-11-06,383.01,395.79,349.81,370.22,94921694.04
2015-11-07,370.22,390.59,368.81,385.12,39495094.98
2015-11-08,385.12,390.27,365.0,371.38,35907981.64
2015-11-09,371.38,384.72,360.44,380.33,47074440.94
2015-11-10,380.33,381.94,323.92,336.94,74896052.36
2015-11-11,336.94,341.51,296.59,304.24,83078426.53
2015-11-12,304.24,346.67,305.17,334.11,54120828.19
2015-11-13,334.11,341.73,324.24,333.87,32480298.94
2015-11-14,333.87,514.12,326.67,331.76,23836097.91
2015-11-15,331.76,334.83,314.13,317.77,28640663.54
2015-11-16,317.77,332.06,314.24,330.36,28260517.56
2015-11-17,330.36,346.09,328.92,333.83,32944787.51
2015-11-18,333.83,337.27,329.38,335.59,26194853.27
2015-11-19,335.59,335.6,323.86,325.19,28543062.13
2015-11-20,325.19,327.25,309.5,321.13,35090324.42
2015-11-21,321.13,328.03,318.25,324.65,14652996.71
2015-11-22,324.65,327.33,318.92,323.06,11915632.16
2015-11-23,323.06,324.97,320.12,322.44,13839023.94
2015-11-24,322.44,323.07,315.63,318.38,16282941.41
2015-11-25,318.38,330.09,315.78,327.5,25200934.8
2015-11-26,327.5,368.88,327.4,353.61,73395832.56
2015-11-27,353.61,363.59,344.97,359.71,36905315.07
2015-11-28,359.71,359.87,350.92,355.85,19988211.49
2015-11-29,355.85,372.95,354.62,371.03,24546100.05
2015-11-30,371.03,382.3,368.07,378.03,48913368.39
2015-12-01,378.03,379.28,353.66,362.03,40821470.73
2015-12-02,362.03,362.72,347.63,360.27,32881089.02
2015-12-03,360.27,371.26,355.52,360.36,31673283.28
2015-12-04,360.36,363.58,354.42,361.79,21820610.22
2015-12-05,361.79,389.99,361.77,386.13,43438102.08
2015-12-06,386.13,401.93,384.12,393.71,52068577.43
2015-12-07,393.71,398.28,381.85,394.75,38102878.79
2015-12-08,394.75,410.9,389.08,410.4,29543120.07
2015-12-09,410.4,423.24,403.38,416.54,61289838.7
2015-12-10,416.54,420.32,410.03,415.87,29794270.99
2015-12-11,415.87,453.08,414.29,450.33,76433917.46
2015-12-12,450.33,468.41,403.9,433.12,91838640.61
2015-12-13,433.12,440.83,420.52,434.93,27898250.74
2015-12-14,434.93,449.67,428.01,442.32,97068568.8
2015-12-15,442.32,464.64,441.91,463.6,48912227.89
2015-12-16,463.6,465.24,436.95,453.39,84336145.41
2015-12-17,453.39,458.05,447.81,453.38,29344348.08
2015-12-18,453.38,466.18,453.6,463.87,38417336.02
2015-12-19,463.87,467.11,452.34,462.02,28327900.14
2015-12-20,462.02,462.65,430.94,442.07,54316484.95
2015-12-21,442.07,445.17,423.9,437.54,53270215.59
2015-12-22,437.54,443.14,433.65,436.5,28845536.36
2015-12-23,436.5,444.35,433.92,442.41,27877349.09
2015-12-24,442.41,459.6,441.25,452.79,36096662.15
2015-12-25,452.79,458.29,449.69,454.24,19251958.85
2015-12-26,454.24,457.58,401.09,415.81,88564770.72
2015-12-27,415.81,425.27,406.33,422.37,28259303.47
2015-12-28,422.37,429.77,417.21,421.87,28978639.73
2015-12-29,421.87,433.44,419.71,432.09,30163445.67
2015-12-30,432.09,434.8,420.72,427.32,29289417.37
2015-12-31,427.32,433.54,417.04,430.08,27758278.71
2016-01-01,430.08,436.6,425.91,434.25,20334286.58
2016-01-02,434.25,436.72,431.08,433.48,14566820.98
2016-01-03,433.48,434.38,421.99,431.08,23479915.75
2016-01-04,431.08,435.22,428.78,433.33,22943968.23
2016-01-05,433.33,434.76,428.99,431.36,19499588.99
2016-01-06,431.36,431.82,424.68,430.71,18699813.69
2016-01-07,430.71,458.16,428.4,457.62,58253615.04
2016-01-08,457.62,464.03,446.21,452.84,41594025.33
2016-01-09,452.84,454.91,444.2,449.11,17858022.01
2016-01-10,449.11,449.17,438.08,446.52,19778456.66
2016-01-11,446.52,451.29,440.5,447.74,25358480.82
2016-01-12,447.74,447.88,443.62,445.18,19913390.75
2016-01-13,445.18,444.43,419.4,432.22,39525345.31
2016-01-14,432.22,433.11,427.14,429.22,19948730.58
2016-01-15,429.22,430.32,364.63,372.18,107060613.39
2016-01-16,372.18,386.37,350.29,385.18,68297105.67
2016-01-17,385.18,390.8,377.61,382.34,25464382.42
2016-01-18,382.34,387.31,373.69,384.28,26546465.93
2016-01-19,384.28,386.79,375.51,378.84,25417876.87
2016-01-20,378.84,425.66,372.93,414.0,76873917.14
2016-01-21,414.0,422.82,403.91,410.2,37264942.16
2016-01-22,410.2,411.2,374.74,382.14,56548790.09
2016-01-23,382.14,394.87,380.05,388.55,23908533.74
2016-01-24,388.55,404.93,384.67,402.29,25770175.6
2016-01-25,402.29,403.67,386.74,392.75,26793044.71
2016-01-26,392.75,397.68,387.32,389.67,22384754.47
2016-01-27,389.67,397.46,388.72,395.08,17297117.37
2016-01-28,395.08,395.44,376.82,379.87,29717813.07
2016-01-29,379.87,385.62,363.39,380.12,51890815.03
2016-01-30,380.12,381.36,375.58,377.85,13720656.85
2016-01-31,377.85,380.83,366.82,369.67,14718855.75
2016-02-01,369.67,379.75,364.58,371.71,27688089.33
2016-02-02,371.71,376.79,372.11,373.58,19123252.46
2016-02-03,373.58,376.59,366.41,367.98,22266682.16
2016-02-04,367.98,391.74,367.84,390.59,38961905.52
2016-02-05,390.59,390.97,384.46,386.18,23688228.06
2016-02-06,386.18,385.94,373.23,376.62,29801286.78
2016-02-07,376.62,381.97,374.92,377.87,15395728.35
2016-02-08,377.87,381.51,371.7,372.24,23424062.52
2016-02-09,372.24,377.3,371.72,375.4,20801701.39
2016-02-10,375.4,385.4,373.37,381.02,37137791.07
2016-02-11,381.02,383.07,372.37,379.23,23858467.37
2016-02-12,379.23,387.15,379.02,383.45,20685663.27
2016-02-13,383.45,393.66,383.18,390.02,18757146.48
2016-02-14,390.02,406.45,390.15,405.9,29442484.66
2016-02-15,405.9,410.77,395.91,400.46,34862753.82
2016-02-16,400.46,409.33,399.12,406.19,27726590.04
2016-02-17,406.19,421.04,405.49,417.51,37559686.21
2016-02-18,417.51,425.47,415.38,420.99,32541108.1
2016-02-19,420.99,425.0,416.62,420.25,21991480.99
2016-02-20,420.25,442.3,419.24,439.52,48500793.65
2016-02-21,439.52,447.53,426.27,437.62,44120520.95
2016-02-22,437.62,439.73,431.77,437.56,24563030.2
2016-02-23,437.56,440.92,414.42,420.27,39915706.3
2016-02-24,420.27,425.02,410.13,422.6,28041199.84
2016-02-25,422.6,427.16,417.62,423.42,22692099.4
2016-02-26,423.42,427.4,419.18,427.25,22642013.94
2016-02-27,427.25,434.35,427.24,431.86,18543436.42
2016-02-28,431.86,435.47,420.81,432.55,21876091.36
2016-02-29,432.55,441.07,430.16,436.14,30077319.64
2016-03-01,436.14,438.85,428.7,433.06,29312670.82
2016-03-02,433.06,436.05,423.75,425.06,24893851.79
2016-03-03,425.06,425.16,414.98,419.44,33188751.11
2016-03-04,419.44,423.55,407.14,409.24,31416610.31
2016-03-05,409.24,410.04,387.71,399.33,51725937.08
2016-03-06,399.33,412.42,391.23,405.92,25324456.27
2016-03-07,405.92,416.17,399.26,414.88,25349627.96
2016-03-08,414.88,416.47,408.31,411.98,22204517.91
2016-03-09,411.98,414.86,408.84,412.75,21035428.97
2016-03-10,412.75,417.99,410.7,415.65,23114636.62
2016-03-11,415.65,422.42,415.17,419.05,25469781.32
2016-03-12,419.05,420.66,406.94,410.31,24660321.63
2016-03-13,410.31,415.51,409.66,412.43,14457108.03
2016-03-14,412.43,416.04,411.26,414.17,20471448.57
2016-03-15,414.17,417.3,412.45,414.81,20227610.87
2016-03-16,414.81,417.75,413.82,415.74,18509954.17
2016-03-17,415.74,420.62,415.25,418.2,18409340.71
2016-03-18,418.2,418.89,402.19,408.24,27178165.73
2016-03-19,408.24,411.11,399.62,407.86,15084656.24
2016-03-20,407.86,413.37,406.82,411.68,12577521.64
2016-03-21,411.68,412.42,407.25,411.08,17637705.24
2016-03-22,411.08,418.31,410.54,415.99,20425092.47
2016-03-23,415.99,418.68,414.75,416.82,16945568.01
2016-03-24,416.82,417.46,413.26,414.36,16210776.63
2016-03-25,414.36,418.49,412.05,415.53,14431200.38
2016-03-26,415.53,417.46,414.14,416.52,11696306.67
2016-03-27,416.52,427.4,414.94,424.71,26137150.5
2016-03-28,424.71,425.14,420.01,422.14,18410749.99
2016-03-29,422.14,424.48,406.01,414.99,28765857.04
2016-03-30,414.99,415.53,408.09,412.06,17890792.6
2016-03-31,412.06,416.9,411.58,415.51,17407273.18
2016-04-01,415.51,417.45,412.18,416.24,15852511.01
2016-04-02,416.24,419.74,415.12,419.56,13137339.88
2016-04-03,419.56,420.53,416.33,419.31,9591214.82
2016-04-04,419.31,421.1,415.12,419.21,14031939.64
2016-04-05,419.21,425.17,417.88,422.21,17259518.42
2016-04-06,422.21,423.94,418.65,421.59,13836754.89
2016-04-07,421.59,422.52,417.46,420.09,15200495.84
2016-04-08,420.09,423.35,415.15,417.43,19810838.24
2016-04-09,417.43,420.31,412.2,418.26,12291880.81
2016-04-10,418.26,421.89,416.78,420.87,9805027.91
2016-04-11,420.87,422.71,418.03,422.0,15374299.05
2016-04-12,422.0,426.55,420.94,423.22,24580503.66
2016-04-13,423.22,426.73,421.68,423.84,16183793.94
2016-04-14,423.84,425.42,421.72,424.93,13038970.54
2016-04-15,424.93,429.95,423.34,429.23,23214560.07
2016-04-16,429.23,432.37,427.28,429.51,12517265.77
2016-04-17,429.51,431.06,423.68,426.19,10980868.32
2016-04-18,426.19,430.37,424.16,428.45,13951524.87
2016-04-19,428.45,436.5,426.86,435.12,19713466.34
2016-04-20,435.12,443.45,432.3,441.42,32596620.31
2016-04-21,441.42,452.09,438.38,450.82,28168774.31
2016-04-22,450.82,451.4,442.98,443.76,22192327.5
2016-04-23,443.76,451.67,441.14,449.17,18998214.94
2016-04-24,449.17,464.2,448.37,453.1,33980397.08
2016-04-25,453.1,468.41,451.9,462.32,37614684.78
2016-04-26,462.32,468.92,459.88,466.57,31451239.12
2016-04-27,466.57,468.76,445.3,446.99,41539684.78
2016-04-28,446.99,449.55,433.73,448.87,36369788.37
2016-04-29,448.87,456.56,445.5,455.36,20264761.95
2016-04-30,455.36,457.06,447.25,448.23,15994805.55
2016-05-01,448.23,454.09,447.48,453.08,9838490.74
2016-05-02,453.08,454.7,440.48,444.45,32863011.97
2016-05-03,444.45,451.05,441.68,449.88,22292253.48
2016-05-04,449.88,451.07,444.46,446.62,17676609.73
2016-05-05,446.62,449.01,443.9,448.34,18765369.39
2016-05-06,448.34,461.77,445.92,459.45,31122708.04
2016-05-07,459.45,460.73,453.54,459.16,14247601.98
