pair,direction,entry_time,exit_time,entry_price,initial_risk,exit_reason,n_levels_hit,fraction_via_tp,r_gross,cost_r,commission_r,r_net,leverage_ratio,risk_dollars,effective_risk_pct,leverage_capped,dollar_pnl,balance_after
USD_JPY,UP,2024-12-19 14:05:00+09:00,2024-12-19 14:30:00+09:00,155.339,0.134431,SL_INITIAL_NO_TP,0,0.0,0.31809,0.156214,0.046221,0.115655,1155.528989,28.389353,0.01,False,3.283377,2842.21867
USD_JPY,UP,2024-12-19 15:10:00+09:00,2024-12-19 15:15:00+09:00,155.314,0.104959,SL_INITIAL_NO_TP,0,0.0,-1.0,0.200078,0.05919,-1.259269,1479.75977,28.422187,0.01,False,-35.791169,2806.427501
USD_JPY,UP,2024-12-19 16:05:00+09:00,2024-12-19 17:45:00+09:00,156.457,0.486985,SL_INITIAL_NO_TP,0,0.0,0.856459,0.043123,0.012851,0.800485,321.277119,28.064275,0.01,False,22.465032,2828.892534
USD_JPY,UP,2024-12-19 17:55:00+09:00,2024-12-19 22:40:00+09:00,156.879,0.328793,SL_INITIAL_NO_TP,0,0.0,-1.0,0.06387,0.019085,-1.082955,477.136174,28.288925,0.01,False,-30.635645,2798.256888
USD_JPY,UP,2024-12-19 23:20:00+09:00,2024-12-20 00:30:00+09:00,157.144,0.272166,SL_INITIAL_NO_TP,0,0.0,0.782262,0.077159,0.023095,0.682008,577.383224,27.982569,0.01,False,19.084345,2817.341233
USD_JPY,UP,2024-12-20 01:20:00+09:00,2024-12-20 02:00:00+09:00,157.645,0.086631,SL_INITIAL_NO_TP,0,0.0,0.0,0.242407,0.072789,-0.315196,1819.723656,28.173412,0.01,False,-8.880136,2808.461098
USD_JPY,UP,2024-12-20 09:05:00+09:00,2024-12-20 10:05:00+09:00,157.783,0.22724,SL_INITIAL_NO_TP,0,0.0,-1.0,0.092413,0.027774,-1.120187,694.345186,28.084611,0.01,False,-31.460019,2777.001078
GBP_JPY,DOWN,2025-01-08 20:40:00+09:00,2025-01-08 20:45:00+09:00,195.846,0.164654,SL_INITIAL_NO_TP,0,0.0,-1.0,0.176126,0.047577,-1.223704,1189.436062,27.770011,0.01,False,-33.982268,2743.01881
GBP_JPY,DOWN,2025-01-08 21:20:00+09:00,2025-01-09 04:20:00+09:00,195.543,0.445386,SL_INITIAL_NO_TP,0,0.0,-1.0,0.065112,0.017562,-1.082674,439.041992,27.430188,0.01,False,-29.697946,2713.320864
GBP_JPY,DOWN,2025-01-09 12:05:00+09:00,2025-01-09 13:25:00+09:00,195.292,0.156456,SL_INITIAL_NO_TP,0,0.0,3.772045,0.185356,0.049929,3.53676,1248.226562,27.133209,0.01,False,95.963637,2809.284501
GBP_JPY,DOWN,2025-01-09 15:10:00+09:00,2025-01-09 16:05:00+09:00,194.744,0.271505,SL_INITIAL_NO_TP,0,0.0,0.699424,0.106812,0.028691,0.563921,717.275548,28.092845,0.01,False,15.842146,2825.126647
GBP_JPY,DOWN,2025-01-09 16:15:00+09:00,2025-01-09 16:50:00+09:00,194.424,0.245661,SL_INITIAL_NO_TP,0,0.0,2.028558,0.118049,0.031657,1.878852,791.433246,28.251266,0.01,False,53.079946,2878.206593
GBP_JPY,DOWN,2025-01-09 19:05:00+09:00,2025-01-09 19:50:00+09:00,194.089,0.19178,SL_INITIAL_NO_TP,0,0.0,1.06628,0.151215,0.040482,0.874583,1012.03946,28.782066,0.01,False,25.172315,2903.378908
GBP_JPY,DOWN,2025-01-09 21:10:00+09:00,2025-01-09 21:45:00+09:00,193.931,0.213108,SL_INITIAL_NO_TP,0,0.0,0.868422,0.136081,0.036401,0.69594,910.013984,29.033789,0.01,False,20.205776,2923.584684
USD_JPY,DOWN,2025-01-10 17:40:00+09:00,2025-01-10 22:30:00+09:00,157.867,0.369521,SL_INITIAL_NO_TP,0,0.0,-1.0,0.05683,0.017089,-1.073919,427.220563,29.235847,0.01,False,-31.396936,2892.187749
GBP_JPY,DOWN,2025-01-10 23:35:00+09:00,2025-01-11 00:40:00+09:00,193.39,0.618307,SL_INITIAL_NO_TP,0,0.0,0.698783,0.046902,0.012511,0.639369,312.773609,28.921877,0.01,False,18.491766,2910.679515
USD_JPY,DOWN,2025-01-11 00:05:00+09:00,2025-01-11 05:55:00+09:00,157.736,0.5598,WEEKEND_NO_TP,0,0.0,-0.335834,0.028582,0.011271,-0.375687,281.772241,28.921877,0.01,False,-10.865573,2865.015089
GBP_JPY,DOWN,2025-01-11 01:40:00+09:00,2025-01-11 02:05:00+09:00,192.447,0.187658,SL_INITIAL_NO_TP,0,0.0,-1.0,0.154537,0.041021,-1.195558,1025.522171,29.106795,0.01,False,-34.798853,2875.880662
AUD_JPY,UP,2025-01-17 23:40:00+09:00,2025-01-18 00:15:00+09:00,96.633,0.317705,SL_INITIAL_NO_TP,0,0.0,0.965109,0.084985,0.012166,0.867958,304.159724,28.650151,0.01,False,24.867133,2889.882222
AUD_JPY,UP,2025-01-18 00:30:00+09:00,2025-01-18 04:30:00+09:00,97.007,0.180552,SL_INITIAL_NO_TP,0,0.0,-1.0,0.149541,0.021491,-1.171032,537.279269,28.898822,0.01,False,-33.841455,2856.040766
USD_JPY,UP,2025-01-21 09:50:00+09:00,2025-01-21 11:40:00+09:00,156.086,1.097787,SL_INITIAL_NO_TP,0,0.0,-1.0,0.019129,0.005687,-1.024817,142.182437,28.560408,0.01,False,-29.269183,2826.771584
USD_JPY,UP,2025-01-23 00:05:00+09:00,2025-01-23 00:35:00+09:00,156.121,0.127462,SL_INITIAL_NO_TP,0,0.0,0.657688,0.164755,0.048994,0.44394,1224.840737,28.267716,0.01,False,12.549166,2839.320749
USD_JPY,UP,2025-01-23 01:10:00+09:00,2025-01-23 02:35:00+09:00,156.466,0.14319,SL_INITIAL_NO_TP,0,0.0,1.205878,0.146659,0.043709,1.01551,1092.717607,28.393207,0.01,False,28.833598,2868.154347
USD_JPY,UP,2025-01-23 14:05:00+09:00,2025-01-23 14:55:00+09:00,156.648,0.083111,SL_INITIAL_NO_TP,0,0.0,0.577649,0.252673,0.075392,0.249584,1884.79494,28.681543,0.01,False,7.158458,2875.312805
GBP_JPY,UP,2025-02-04 06:20:00+09:00,2025-02-04 06:45:00+09:00,192.204,0.304149,SL_INITIAL_NO_TP,0,0.0,1.32905,0.095348,0.025278,1.208425,631.939524,28.753128,0.01,False,34.745986,2910.058791
AUD_JPY,UP,2025-02-04 06:20:00+09:00,2025-02-04 07:10:00+09:00,95.929,0.224029,SL_INITIAL_NO_TP,0,0.0,2.010932,0.12052,0.017128,1.873284,428.198345,28.753128,0.01,False,53.862768,2963.921559
GBP_JPY,UP,2025-02-04 07:10:00+09:00,2025-02-04 07:45:00+09:00,192.613,0.116516,SL_INITIAL_NO_TP,0,0.0,1.00738,0.248893,0.066124,0.692364,1653.10141,29.100588,0.01,False,20.148192,2984.069751
GBP_JPY,UP,2025-02-04 08:05:00+09:00,2025-02-04 10:50:00+09:00,193.092,0.465585,SL_INITIAL_NO_TP,0,0.0,-1.0,0.062287,0.016589,-1.078876,414.729538,29.840698,0.01,False,-32.194423,2918.370543
AUD_JPY,UP,2025-02-04 08:05:00+09:00,2025-02-04 10:05:00+09:00,96.639,0.251372,SL_INITIAL_NO_TP,0,0.0,-1.0,0.10741,0.015378,-1.122788,384.445723,29.840698,0.01,False,-33.504784,2950.564966
AUD_JPY,UP,2025-02-05 00:05:00+09:00,2025-02-05 00:10:00+09:00,96.467,0.044536,SL_INITIAL_NO_TP,0,0.0,-1.0,0.606254,0.086642,-1.692896,2166.055868,29.183705,0.01,False,-49.404986,2868.965557
AUD_JPY,UP,2025-02-05 01:25:00+09:00,2025-02-05 02:15:00+09:00,96.709,0.107892,SL_INITIAL_NO_TP,0,0.0,-1.0,0.250251,0.035854,-1.286105,896.353614,28.689656,0.01,False,-36.897921,2832.067636
USD_JPY,DOWN,2025-02-07 22:40:00+09:00,2025-02-08 00:10:00+09:00,151.75,0.429481,SL_INITIAL_NO_TP,0,0.0,0.759284,0.048896,0.014133,0.696254,353.333266,28.320676,0.01,False,19.718388,2851.786024
USD_JPY,DOWN,2025-02-08 00:15:00+09:00,2025-02-08 00:35:00+09:00,151.484,0.223902,SL_INITIAL_NO_TP,0,0.0,-1.0,0.093791,0.027063,-1.120854,676.56407,28.51786,0.01,False,-31.964347,2819.821677
USD_JPY,DOWN,2025-02-08 01:10:00+09:00,2025-02-08 01:45:00+09:00,151.373,0.316828,SL_INITIAL_NO_TP,0,0.0,0.580654,0.066282,0.019111,0.495261,477.775939,28.198217,0.01,False,13.965473,2833.787151
USD_JPY,DOWN,2025-02-08 01:55:00+09:00,2025-02-08 02:15:00+09:00,151.305,0.197982,SL_INITIAL_NO_TP,0,0.0,-1.0,0.10607,0.030569,-1.13664,764.235591,28.337872,0.01,False,-32.209947,2801.577204
USD_JPY,UP,2025-02-12 22:40:00+09:00,2025-02-12 23:15:00+09:00,154.306,0.169953,SL_INITIAL_NO_TP,0,0.0,0.0,0.123563,0.036317,-0.159881,907.931462,28.015772,0.01,False,-4.479178,2797.098026
USD_JPY,UP,2025-02-13 00:10:00+09:00,2025-02-13 00:40:00+09:00,154.554,0.218673,SL_INITIAL_NO_TP,0,0.0,-1.0,0.096034,0.028271,-1.124305,706.781589,27.97098,0.01,False,-31.447916,2765.65011
USD_JPY,UP,2025-02-13 01:20:00+09:00,2025-02-13 02:00:00+09:00,154.775,0.282091,SL_INITIAL_NO_TP,0,0.0,-1.0,0.074444,0.021947,-1.096391,548.671298,27.656501,0.01,False,-30.32234,2735.327771
USD_JPY,DOWN,2025-03-20 03:40:00+09:00,2025-03-20 10:05:00+09:00,148.835,0.565387,SL_INITIAL_NO_TP,0,0.0,0.850899,0.037143,0.01053,0.803226,263.244501,27.353278,0.01,False,21.97087,2757.29864
USD_JPY,DOWN,2025-03-20 10:20:00+09:00,2025-03-20 16:20:00+09:00,148.319,0.153361,SL_INITIAL_NO_TP,0,0.0,-1.0,0.136932,0.038685,-1.175617,967.125576,27.572986,0.01,False,-32.415276,2724.883365
