date_utc,phase,spot_close,perp_last,perp_mark,mark_source,basis_bps,funding_rate_daily_bps,sma7_funding_bps,signal_pos,reversal_flag,perp_short_mtm_bps,funding_flow_bps,spot_leg_pnl_bps,reversal_cost_bps,capital_cost_bps,reconstruction_cost_bps,daily_net_pnl_bps,cumulative_net_pnl_bps,margin_ratio,imr,mmr,liquidation_flag,margin_call_flag,sleeve_daily_return_pct,sleeve_cumulative_return_pct,binance_funding_daily_bps,f2_pair_sign_match,data_gap_flag
2026-06-14,warmup,1725.85,1724.8,1724.89,mark,-6.083958629081059,2.3600000000000003,-0.22142857142857147,-1,0,263.7200473648837,-2.3600000000000003,-265.5230459014635,0,0.36529680365296807,0,-4.528295340232519,-34.37583547028904,0.41594374562047953,0.3333333333333333,0.005,0,0,-0.17157711044141014,-1.3025004059692522,-0.3643,0,0
2026-06-15,warmup,1796.1,1795.09,1795.1,mark,-5.62329491676405,0.9199999999999999,0.3571428571428573,1,1,-407.0404489561641,0.9199999999999999,407.04580351710763,24.224,0.36529680365296807,0,-23.66394224270952,-58.03977771299856,0.3753317007248631,0.3333333333333333,0.005,0,0,-0.8966267715762638,-2.199127177545516,0.9042000000000001,1,0
2026-06-16,warmup,1793.04,1792.29,1792.29,mark,-4.1828403158881,0.6400000000000001,0.6214285714285717,1,0,15.653724026516436,0.6400000000000001,-17.03691331217616,0,0.36529680365296807,0,-1.1084860893126995,-59.148263802311256,0.37696107312751476,0.3333333333333333,0.005,0,0,-0.04200053792405819,-2.241127715469574,0.40590000000000004,1,0
2026-06-17,warmup,1750.45,1749.59,1749.79,mark,-4.913022365678124,0.78,0.8071428571428573,1,0,237.12680425600817,0.78,-237.529558738232,0,0.36529680365296807,0,0.011948714123433513,-59.13631508818782,0.4007517535531156,0.3333333333333333,0.005,0,0,0.0004527367781368958,-2.240674978691437,0.4640000000000001,1,0
2026-06-18,warmup,1711.15,1710.09,1710.18,mark,-6.194664406978773,0.32,0.9985714285714288,1,0,226.37002154544228,0.32,-224.51369647804808,0,0.36529680365296807,0,1.8110282637414619,-57.32528682444636,0.4234207557076598,0.3333333333333333,0.005,0,0,0.068619860913164,-2.172055117778273,0.46260000000000007,1,0
2026-06-19,warmup,1711.16,1710.1,1710.18,mark,-6.194628205428907,0.36,1.11,1,0,0,0.36,0.0584402302550302,0,0.36529680365296807,0,0.05314342660173471,-57.27214339784462,0.4234567557076598,0.3333333333333333,0.005,0,0,0.0020136044339397283,-2.1700415133443336,0.44570000000000004,1,0
2026-06-20,warmup,1740.98,1739.93,1739.99,mark,-6.0310859401024395,-0.010000000000000009,1.0442857142857143,1,0,-174.3091370499017,-0.010000000000000009,174.26774819420788,0,0.36529680365296807,0,-0.416685659346741,-57.68882905719136,0.40602484200266964,0.3333333333333333,0.005,0,0,-0.015788219632648016,-2.185829732976982,0.8884000000000001,0,0
2026-06-21,warmup,1706.99,1706.23,1706.23,mark,-4.452281501356135,0.27,0.7671428571428571,1,0,194.02410358680177,0.27,-195.23486771818145,0,0.36529680365296807,0,-1.3060609350328045,-58.99488999222417,0.4254542523613498,0.3333333333333333,0.005,0,0,-0.04948664882839296,-2.235316381805375,0.6251000000000001,1,0
2026-06-22,warmup,1728.21,1727.47,1727.47,mark,-4.281887039190892,0.49999999999999994,0.4685714285714286,1,0,-124.48497564806704,0.49999999999999994,124.3123861299722,0,0.36529680365296807,0,-0.037886321747891805,-59.03277631397206,0.41305575479654305,0.3333333333333333,0.005,0,0,-0.0014355127310276207,-2.2367518945364027,0.661,1,0
2026-06-23,warmup,1667.04,1666.41,1666.41,mark,-3.7791534696220954,0.07999999999999996,0.40857142857142864,1,0,353.4648937463458,0.07999999999999996,-353.95004079365356,0,0.36529680365296807,0,-0.7704438509603913,-59.80322016493245,0.4484102441711777,0.3333333333333333,0.005,0,0,-0.029192117512889224,-2.265944012049292,-0.11490000000000006,0,0
2026-06-24,warmup,1622.32,1621.62,1621.62,mark,-4.314808422506321,1.13,0.32857142857142857,1,0,268.7813923344207,1.13,-268.2599097802096,0,0.36529680365296807,0,1.286185750557677,-58.51703441437477,0.47540138340461974,0.3333333333333333,0.005,0,0,0.04873357808863039,-2.2172104339606618,0.6834,1,0
2026-06-25,warmup,1567.85,1567.03,1566.83,mark,-5.230092164428589,-0.37999999999999995,0.37857142857142856,1,0,337.8720045386707,-0.37999999999999995,-335.753735391292,0,0.36529680365296807,0,1.3729723437257055,-57.14406207064906,0.5091505838584868,0.3333333333333333,0.005,0,0,0.05202192210376698,-2.1651885118568948,-0.33109999999999995,1,0
2026-06-26,warmup,1578.61,1577.84,1577.84,mark,-4.877708870461873,0.13000000000000003,0.2785714285714285,1,0,-70.26926979953218,0.13000000000000003,68.62901425519041,0,0.36529680365296807,0,-1.8755523479950407,-59.0196144186441,0.5021366568785336,0.3333333333333333,0.005,0,0,-0.07106467846553209,-2.2362531903224268,-0.3111,0,0
2026-06-27,warmup,1573.94,1573.05,1573.12,mark,-5.65459928586922,-0.03999999999999998,0.24571428571428572,1,0,29.914313238351696,-0.03999999999999998,-29.582987565008878,0,0.36529680365296807,0,-0.07397113031031305,-59.093585548954415,0.5051240882023686,0.3333333333333333,0.005,0,0,-0.0028027661274577613,-2.2390559564498846,0.2979,0,0
2026-06-28,warmup,1571.93,1571.18,1571.18,mark,-4.771204824642319,-0.21000000000000002,0.2414285714285714,1,0,12.332180634661016,-0.21000000000000002,-12.770499510781352,0,0.36529680365296807,0,-1.0136156797731575,-60.107201228727575,0.5063363062658348,0.3333333333333333,0.005,0,0,-0.03840589810660494,-2.2774618545564898,-0.6412000000000001,1,0
2026-06-29,warmup,1613.02,1612.31,1612.38,mark,-4.401681318272782,0.45,0.17285714285714285,1,0,-262.2232971397298,0.45,261.39840832607007,0,0.36529680365296807,0,-0.7401856173128474,-60.84738684604042,0.4801589765518618,0.3333333333333333,0.005,0,0,-0.028045633039983787,-2.3055074875964734,0.2175,1,0
2026-06-30,warmup,1572.19,1571.38,1571.41,mark,-5.152049052595077,1.2,0.16571428571428573,1,0,254.0964288815295,1.2,-253.12767355643362,0,0.36529680365296807,0,1.8034585214426206,-59.0439283245978,0.5056886194400148,0.3333333333333333,0.005,0,0,0.0683330433774609,-2.2371744442190127,1.2115,1,0
2026-07-01,warmup,1609.66,1608.94,1608.94,mark,-4.47299429693244,1.67,0.32571428571428573,1,0,-238.8300952647615,1.67,238.329972840432,0,0.36529680365296807,0,0.8045807720176574,-58.23934755258014,0.4819726099135386,0.3333333333333333,0.005,0,0,0.030485565451749044,-2.2066888787672636,1.3558,1,0
2026-07-02,warmup,1700.57,1699.84,1699.99,mark,-4.292678337263495,1.1099999999999999,0.4028571428571429,1,0,-565.9005307842424,1.1099999999999999,564.7776549084882,0,0.36529680365296807,0,-0.37817267940678884,-58.61752023198693,0.4254935568351144,0.3333333333333333,0.005,0,0,-0.014328962822723229,-2.221017841589987,1.4301,1,0
2026-07-03,warmup,1758.18,1757.29,1757.43,mark,-5.06205280460533,1.8499999999999999,0.6157142857142857,1,0,-337.8843404961218,1.8499999999999999,338.7687657667726,0,0.36529680365296807,0,2.3691284669978634,-56.248391764989066,0.3918901227855022,0.3333333333333333,0.005,0,0,0.08976627761454904,-2.1312515639754377,2.3078000000000003,1,0
2026-07-04,live,1780.63,1779.92,1779.92,mark,-3.987352790866358,1.55,0.8614285714285714,1,0,-127.97095759148336,1.55,127.68886007121117,0,0.36529680365296807,0,0.9026056760748693,-55.345786088914195,0.3792480270263539,0.3333333333333333,0.005,0,0,0.0341997290664768,-2.097051834908961,2.2557,1,0
2026-07-05,live,1785.63,1784.94,1785.14,mark,-3.8641823894090854,1.8599999999999999,1.0885714285714285,1,0,-29.327160771270844,1.8599999999999999,28.079949231452073,0,0.36529680365296807,0,0.2474916565283491,-55.09829443238585,0.3765013109492268,0.3333333333333333,0.005,0,0,0.009377458865859148,-2.087674376043102,0,0,0
2026-07-06,live,1799.28,1798.85,1798.85,mark,-2.3898448268199703,1.2999999999999998,1.384285714285714,1,0,-76.8006991048309,1.2999999999999998,76.44360813830353,0,0.36529680365296807,0,0.5776122298197626,-54.520682202566086,0.3689512410387437,0.3333333333333333,0.005,0,0,0.021885727387870806,-2.065788648655231,0,0,0
2026-07-07,live,1771.19,1770.64,1770.44,mark,-3.1052569176652676,1.4100000000000001,1.5057142857142856,1,0,157.93423576173637,1.4100000000000001,-156.11800275665777,0,0.36529680365296807,0,2.860936201425658,-51.65974600114043,0.38488566461491736,0.3333333333333333,0.005,0,0,0.10840087267201819,-1.9573877759832126,0,0,0
2026-07-08,live,1743.43,1742.63,1742.64,mark,-4.588655695955413,1.1800000000000002,1.5357142857142858,1,0,157.0231128984878,1.1800000000000002,-156.73078551708187,0,0.36529680365296807,0,1.1070305777528509,-50.552715423387575,0.40070597590476614,0.3333333333333333,0.005,0,0,0.041945388591055524,-1.915442387392157,0,0,0
2026-07-09,live,1745.3,1744.32,1744.32,mark,-5.615080501919545,1.2,1.4657142857142857,1,0,-9.640545379423493,1.2,10.7259826892947,0,0.36529680365296807,0,1.920140506218348,-48.63257491716923,0.3998619213668238,0.3333333333333333,0.005,0,0,0.0727541237806132,-1.8426882636115438,0,0,0
2026-07-10,live,1796.7,1795.99,1796.03,mark,-3.951689207992633,0.55,1.4785714285714284,1,0,-296.4478994679887,0.55,294.50524265169474,0,0.36529680365296807,0,-1.757953619946961,-50.39052853711619,0.3702721314200249,0.3333333333333333,0.005,0,0,-0.06660886265979035,-1.909297126271334,1.06,1,0
2026-07-11,live,1787.71,1786.61,1786.61,mark,-6.153123269434843,-0.29000000000000004,1.292857142857143,1,0,52.44901254433443,-0.29000000000000004,-50.03617743641109,0,0.36529680365296807,0,1.757538304270418,-48.63299023284577,0.37548803267445835,0.3333333333333333,0.005,0,0,0.06659312634880615,-1.8427039999225279,1.3537,0,0
2026-07-12,live,1806.79,1806.01,1806.04,mark,-4.31704846717091,0.27,1.03,1,0,-108.75344926984721,0.27,106.72871998254729,0,0.36529680365296807,0,-2.120026090953048,-50.75301632379882,0.3646396877474736,0.3333333333333333,0.005,0,0,-0.080327788586211,-1.923031788508739,0.4658,1,0
2026-07-13,live,1776.85,1776.02,1776.08,mark,-4.671187776120254,0.8200000000000001,0.8028571428571428,1,0,165.88779871985147,0.8200000000000001,-165.70824500910518,0,0.36529680365296807,0,0.6342569070931736,-50.11875941670564,0.38131046761945875,0.3333333333333333,0.005,0,0,0.02403199420976035,-1.8989997942989785,0.4759,1,0
2026-07-14,live,1891.67,1891.31,1891.31,mark,-1.9030803469956563,0.72,0.7342857142857143,1,0,-648.788342867439,0.72,646.1997354869586,0,0.36529680365296807,0,-2.233904184133139,-52.35266360083878,0.31650363333271486,0.3333333333333333,0.005,0,0,-0.08464262953680464,-1.983642423835783,1.069,1,0
2026-07-15,live,1917.82,1916.82,1916.9,mark,-5.214253683870227,1.51,0.6357142857142859,1,0,-135.30304392193938,1.51,138.2376418719966,0,0.36529680365296807,0,4.07930114640419,-48.27336245443459,0.3031243289405209,0.3333333333333333,0.005,0,0,0.15456472043725478,-1.8290777033985282,1.7576,1,0
2026-07-16,live,1864.7,1863.82,1863.91,mark,-4.719257789457334,2.04,0.6828571428571429,1,0,276.435912149825,2.04,-276.98115568718595,0,0.36529680365296807,0,1.1294596589861206,-47.14390279544847,0.3309719201555034,0.3333333333333333,0.005,0,0,0.04279522647898411,-1.786282476919544,1.3955,1,0
2026-07-17,live,1841.84,1841.15,1841.15,mark,-3.7462537462528083,2.17,0.8028571428571427,1,0,122.10890010783793,2.17,-122.59344666702532,0,0.36529680365296807,0,1.3201566371598394,-45.82374615828863,0.34339981016628723,0.3333333333333333,0.005,0,0,0.05002073498198632,-1.7362617419375577,1.4107999999999998,1,0
2026-07-18,live,1862.5,1861.89,1861.89,mark,-3.275167785234362,1.3,1.0342857142857143,1,0,-112.64698693751241,1.3,112.17043825739515,0,0.36529680365296807,0,0.45815451622956876,-45.36559164205906,0.33226511147253596,0.3333333333333333,0.005,0,0,0.01735947461993836,-1.7189022673176193,0.9533,1,0
2026-07-19,live,1872.31,1871.41,1871.41,mark,-4.806896293882229,1.9699999999999998,1.2614285714285711,1,0,-51.130840167785685,1.9699999999999998,52.671140939597464,0,0.36529680365296807,0,3.1450039681586324,-42.220587673900425,0.3273490274557574,0.3333333333333333,0.005,0,0,0.11916420035353059,-1.5997380669640888,1.0441,1,0
2026-07-20,live,1904.67,1903.79,1903.79,mark,-4.620222925756741,1.12,1.5042857142857144,1,0,-173.0246178015493,1.12,172.83462674450246,0,0.36529680365296807,0,0.5647121393002967,-41.65587553460013,0.31015856567560246,0.3333333333333333,0.005,0,0,0.021396942958088246,-1.5783411240060006,0.7497,1,0
2026-07-21,live,1930.2,1929.33,1929.33,mark,-4.507304942493619,0.79,1.5471428571428572,1,0,-134.15345179877968,0.79,134.03896738017673,0,0.36529680365296807,0,0.3102187777439544,-41.34565675685617,0.2968222204957245,0.3333333333333333,0.005,0,0,0.011754189488718432,-1.566586934517282,1.0309,1,0
2026-07-22,live,1934.26,1933.23,1933.38,mark,-5.3250338630792795,0.78,1.5571428571428572,1,0,-20.991743247655847,0.78,21.03408973163301,0,0.36529680365296807,0,0.45704968032433774,-40.888607076531834,0.2948010461709589,0.3333333333333333,0.005,0,0,0.01731761238748916,-1.5492693221297928,0.8937999999999999,1,0
2026-07-23,live,1878.37,1877.58,1877.58,mark,-4.205774155251434,0.5,1.4528571428571426,1,0,288.6137231170294,0.5,-288.94771126942607,0,0.36529680365296807,0,-0.1992849560494117,-41.087892032581244,0.3237124184826619,0.3333333333333333,0.005,0,0,-0.007550906984712211,-1.556820229114505,0,0,0
2026-07-24,live,1861.58,1860.59,1860.73,mark,-5.318063150657018,0.42999999999999994,1.2328571428571427,1,0,89.74318005091631,0.42999999999999994,-89.38601021098114,0,0.36529680365296807,0,0.42187303628236256,-40.66601899629888,0.33272973648775356,0.3333333333333333,0.005,0,0,0.015984769344738716,-1.5408354597697662,0.23529999999999995,1,0
2026-07-25,live,1874.79,1873.81,1873.88,mark,-5.227252118904081,2.3699999999999997,0.9842857142857142,1,0,-70.67118818958163,2.3699999999999997,70.961226485029,0,0.36529680365296807,0,2.294741491794226,-38.371277504504654,0.3258996176687954,0.3333333333333333,0.005,0,0,0.08694775512408323,-1.453887704645683,1.1124,1,0
